DateTime,Time,Fault
02-01-2015 06:30,1420201856,FF
02-01-2015 06:39,1420202368,FF
02-01-2015 06:50,1420203008,FF
02-01-2015 07:00,1420203648,FF
02-01-2015 07:09,1420204160,FF
02-01-2015 07:20,1420204800,FF
02-01-2015 07:30,1420205440,FF
02-01-2015 07:39,1420205952,FF
02-01-2015 07:49,1420206592,FF
02-01-2015 08:00,1420207232,FF
02-01-2015 08:09,1420207744,FF
02-01-2015 08:19,1420208384,FF
02-01-2015 08:30,1420209024,FF
02-01-2015 08:41,1420209664,FF
02-01-2015 08:49,1420210176,FF
02-01-2015 09:00,1420210816,FF
02-01-2015 09:10,1420211456,FF
02-01-2015 09:19,1420211968,FF
02-01-2015 09:30,1420212608,FF
02-01-2015 09:40,1420213248,FF
02-01-2015 09:49,1420213760,FF
07-01-2015 18:10,1420675840,GF
07-01-2015 18:19,1420676352,GF
07-01-2015 18:29,1420676992,GF
07-01-2015 18:40,1420677632,GF
07-01-2015 18:49,1420678144,GF
07-01-2015 18:59,1420678784,GF
07-01-2015 19:10,1420679424,GF
07-01-2015 19:18,1420679936,GF
07-01-2015 19:29,1420680576,GF
07-01-2015 19:40,1420681216,GF
07-01-2015 19:50,1420681856,GF
07-01-2015 19:59,1420682368,GF
07-01-2015 20:10,1420683008,GF
07-01-2015 20:20,1420683648,GF
07-01-2015 20:29,1420684160,GF
07-01-2015 20:40,1420684800,GF
07-01-2015 20:50,1420685440,GF
07-01-2015 20:59,1420685952,GF
07-01-2015 21:09,1420686592,GF
07-01-2015 21:20,1420687232,GF
07-01-2015 21:29,1420687744,GF
07-01-2015 21:39,1420688384,GF
07-01-2015 21:50,1420689024,GF
07-01-2015 22:01,1420689664,GF
07-01-2015 22:09,1420690176,GF
07-01-2015 22:20,1420690816,GF
14-01-2015 22:50,1421297408,AF
14-01-2015 23:00,1421298048,AF
14-01-2015 23:09,1421298560,AF
15-01-2015 22:50,1421383808,AF
15-01-2015 23:00,1421384448,AF
15-01-2015 23:09,1421384960,AF
